标题,昵称,地区,评论内容,情感得分
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",生活苦要吃糖,未知,我感觉应该要改成那种头盔，前进后退，左右走路的动作改鞋子震动，还有凸起,0.1
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",绫自重,未知,UP，我提一个意见，可能不是那么专业，用广角镜头会不会好一点，可以采集更多的画面，处理更多场景，用户也不用一直低着头,0.61
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",空虚的小空,未知,@诺子喵呜 这个姐姐可以用吗[思考],0.98
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",暗黑恶魔波波,未知,我觉得做个电动轮椅不错，轮椅宽度与人宽度差不多，轮椅左右两端做激光探测，探测前方横向障碍物，轮椅上方有激光负责扫描高度障碍物，轮椅也可以作为推车。,1.0
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",starovera,未知,看到字幕写着大爷帮你清理路上的机动车时，我笑了，连机动车都清得动，大爷真牛逼，同时眼泪也流了下来，边笑边哭。感谢一路上释放出善意的每一个人，感谢up和工程师为此做出的努力，感谢所有致力于让世界变得更美好一点的人,1.0
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",ModelScope官方账号,未知,"这个由 AI 与 ài 组成的完整系统，是眼睛，是善意，是小有可为的大大能量[爱心] 
小声地敲锣打鼓，这个很酷的项目在魔搭社区开源啦👉 https://www.modelscope.cn/models/archifancy/AIGlasses_for_navigation
要不要也来魔搭社区找个搭子，用AI做好事[tv_微笑]",1.0
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",壶迹,未知,非常好！有一点就是注意，一定要通过极强的安全稳定性测试，因为这个其实就像自动驾驶一样，一旦依赖它并且出问题就会有很严重的结果！可以增加各种机制来减少问题的概率！,0.86
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",宋鹊棣哟,未知,@新华社,0.82
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",滴鸭菠萝,未知,只靠眼镜和语音提示可能不是很清楚位置，可不可以把盲杖利用起来，盲杖的一端和眼镜成一条线，然后再根据语音提示来走,0.47
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",圆溜溜的人类来福特,未知,你太棒了！给了我好多启发,0.97
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",1只火龙果,未知,粘双眼？ 眼睫毛怎么办😱,0.25
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",减分,未知,我看到了Ai存在的意义[大哭][大哭],0.86
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",天才傀儡造型师118,未知,@藤椒鸡味小汉堡 [蹲蹲],0.91
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",漠-海,未知,随喜赞叹,0.79
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",澄岚伏琳,未知,你币有了[doge],0.47
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",Hayashi-Lin,未知,好视频，建议火,0.26
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",9999999世纪时空首领,未知,可是帝国的人来了怎么办,0.63
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",行之跃渊,未知,君子论迹不论心[保佑],0.19
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",橘子大橘子小橘子,未知,其实看到地铁这种，我个人感觉，新世纪的电子设备全部接入 ai 大模型，通过 api 调用接口来判断车量到达和开关门等各类数据应该还可以,0.94
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",YZSCYZY,未知,加油加油加油,1.0
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",齿轮蛙呱呱呱,未知,你说能不能在在侧面跟后面加上可动镜头来辅助判断环境呢，比如超市的场景，可以填补朝向问题带来的视觉盲区，避免错过想拿的东西[思考],1.0
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",不记苦,未知,眼光再放长远一点，让盲人直接恢复视力，或者通过机器视觉直接传递到人脑成像的科技也不是不可能,1.0
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",夶尐夶尐,未知,这个语音速度是不是可以快一点？我听说盲人朋友的听力能力超级厉害的,0.99
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",一头栽进月里,未知,突然想到，如果有个盲人过马路，电动车是不看红绿灯的。。,0.23
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",NishikigiHoshina,未知,未来也许每个人都会有一个智能体，给语言逻辑模型接上不同的功能模块，可以让ai变得非常强大,1.0
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",奥镭里亚诺布恩迪亚,未知,一想到现在很多人在做边缘ai，slam，电机控制，做非标的我就有点难过,0.17
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",曜日小龙,未知,可以不可以以物理形式提醒盲人比如左边和右边轻按来指导往左走往右走，只需要注意避障，因为语言输出有延迟,0.21
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",捏影的李老丝儿,未知,我觉得这个工作目前来说最合适干的人或者公司就是--高德地图。他们的AR指路挺好用的，而且他们有中国大部分的地图数据，如果能够结合盲人需求开发出一套这样的眼镜是非常占有优势的。@高德地图,1.0
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",又水又菜,未知,可以像游戏做的手柄适配一样给镜腿加俩小马达用震动来代替向左向右的语音播报吗,0.17
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",海量吐槽,未知,看到后面特别感动，这才是ai该做的事，希望以后ai可以帮助那些残障人士，up，谢谢你们,0.83
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",金盆盆,未知,在哪能找到up的开源资料,0.52
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",爱情像雨一样,未知,@雷军,0.82
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",新一呀_,未知,支持！,0.63
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",FogMaly,未知,是不是可以放4个或者更多的摄像头，再加上相控雷达，我觉得既然帧率这么高完全可以多处理些图像，让用户有类似无人机那样的体验？,0.58
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",吉凍茄瓜,未知,摄像头可以改成360度的吗,0.12
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",单走一張三,未知,@诺子喵呜 蒙眼都能行走的软件，免费开源,0.96
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",杰立卡忒,未知,我的家人就是盲人，看着她只能待在熟悉的小圈子里挺心疼的,0.82
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",Fortia,未知,做智能眼镜不如做智能盲杖呀，智能盲杖里边能装很多的电池，甚至有可能装得下手机级别的芯片，实现本地化的模型识别。,0.57
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",想要一个完美的网名,未知,B站快把这玩意给推流啊。,0.09
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",木头-王,未知,"行走的话，要在身上也装一个陀螺仪，结合眼镜上的陀螺仪用以探测身体和头部的动态偏移角~不然出门就只能僵着颈部了~~
或者每次出门都要校准一下身体和头部，以免只有头乱动的时候指错方向",0.56
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",大_天_狼,未知,话说这一个摄像头够用嘛？感觉可以和拐杖联动，让多个传感器联动，在人流多的情况下，还可以用拐杖携带其他传感器去更加准确检测路(本人文盲，可能很多东西都没考虑到),0.4
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",猥琐大叔100万号,未知,此评论作用仅为增加热度，长按可复制，感谢每一位不袖手旁观的君子。,0.61
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",神秘の豚鼠,未知,@爱做梦的秋天小豚 @水镜ShJing @稚晖君,1.0
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",君陌616,未知,实话说 这个产品确实责任太大了 出点小问题民法的侵权责任也不轻，所以才没多少公司做这类产品,0.1
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",溜溜吃不吃,未知,虽然我用不到，但还是支持能帮助到需要帮助的人群,0.69
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",9999999世纪时空首领,未知,可是超越帝国的人来了怎么办,0.92
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",Mistwang007,未知,我只能送你两个字（牛逼）。,0.29
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",阿巴怪祭祀,未知,我去好酷,0.82
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",bofine,未知,三连了，首先感谢up主，其次就是up主作为体验者，其实算是新手盲人，真正的盲人不管是对黑暗的熟悉和危险的认知、预知都会比我们想想的更强大，不去了解真的很难理解他们的艰难和坚韧，up主能够做下去的话，可以找真正的盲人帮忙优化，加油！,1.0
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",纵攀の猞猁,未知,可以找诺子喵呜帮你测试一下，合作一下,0.13
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",影逝星沉,未知,很有意义,0.74
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",徘徊只为等你,未知,加油,0.9
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",大鼻靶子,未知,[tv_微笑],0.74
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",晗江遗梦,未知,加油，大爱无疆！,0.96
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",raiya123,未知,眼睫毛：要遭殃！,0.59
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",深山老1,未知,牛笔,0.7
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",玟执,未知,[嘟嘟][脸红],0.7
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",景文大大,未知,感觉这套系统移植在可骑乘的轮足机械狗上面效率高点（宇树那种、但是要一万多）,0.03
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",oiavvaio,未知,其实盲人的语音基本都是2，3倍速度，语音的信息密度太低，他们手机的语音辅助都是倍速，普通人根本听不惯的,0.99
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",-地瓜烫手-,未知,导航的时候可以加个类似雷达那种反馈，就是如果偏离指定路径越远滴滴滴的提示声音频率越高，慢慢回到正确路径时，频率也跟着慢慢降低，就是线性反馈[妙啊],1.0
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",变胖的佐罗,未知,乐死从小到大盲道没有一点儿用,0.31
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",凌蓝原创芳聊解香,未知,要不设计一个安全服从交互眼睛传来信息或者有障碍物靠近的时候，这个衣服会自动响声音和亮起灯，这个就跟感应灯的原理差不多，这种制作应该相对来说不会那么麻烦吧，这样过斑马线的时候，或者像一些横冲直撞的小车，在靠近的时候就能听到这个声音。,0.93
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",大包喵,未知,还是大佬牛逼，我只能在家里刷刷视频[辣眼睛],0.96
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",跑什么跑,未知,真的很有意义，加油,0.97
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",無助的研究生,未知,反應這麼快！？太強了,0.44
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",94867443493_bili,未知,一个好的作品需要长时间的打磨和大家的帮助让更多人用起来不断更新像高德地图一样希望你不要放弃坚持下去加油,1.0
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",玩数据的水瓶,未知,你做的事情很有意义。,0.81
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",可曰可乐,未知,能用环绕声导航么？比如正确的路听到的声音最轻或者最明显，但后必要的话才语音纠正。就像蝙蝠那样,0.55
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",网笙久久,未知,@通义大模型,0.96
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",秦怀鱼,未知,看了下还是图像识别这个思路，其实这部分设备和汽车的智能驾驶需求类似，可以参考新能源汽车目前的部分智驾策略,0.12
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",Mingfafa,未知,这个厉害了👍,0.34
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",強尼實驗室,未知,期待破百萬粉絲,0.44
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",网笙久久,未知,@阿里云快来看,0.98
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",eoghldlf,未知,真的很牛逼了，先不说模型能力，就这套方案能落地就很厉害了。我以前也做过esp32s3，和云端服务器通过webhook传输文件的时候帧率不行 后来也就没落地…,0.99
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",送外卖的小蝈蝈,未知,最近一次遇到盲人还是18年在长沙一对盲人夫妻在找某个门店，人行道停满了电动车，正常人都没法走的那种，他们在非机动车道上磕磕绊绊的走。[难过],0.08
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",午夜三点的月光诗,未知,我不知道该怎么表达，这个要是能有像水平仪或马达一样的自旋辅助帮你矫正头部转向，来辅助告诉你位置就好了,0.04
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",小美人和王少de日常,未知,好眼熟的背景啊 这该不会是在隆昌路附近拍的吧,0.77
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",哎呀呀momomo,未知,昨天晚上，我四岁半的儿子问了我一个问题，如果眼睛瞎了怎么过马路，很费力的跟他解释，盲人会借助盲杖，但是我不知道怎么解释才能让他更明白一些，很多年没有见过盲人了,0.07
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",天下大雪i,未知,这就是科技本来的样子,0.76
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",苦涩成瘾,未知,马路上见过几个身障人士?知道为什么见不到吗,0.23
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",小小白1_1,未知,什么时候可以装歧路司义眼啊，我黑客流,0.85
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",爱吃西瓜的西瓜i,未知,哈哈哈，终于看到了up实现了盲人眼镜[呲牙],0.87
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",4TM,未知,谢谢up主，期待您项目的成功喝推广。作为一名视障学生，如果有测试、资金等方面的需求，我也愿意提供自己所能提供的支持！！,0.99
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",萝卜的备忘录,未知,可以省掉导盲犬,0.89
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",蓝精灵114514号,未知,黑胶布吗？！,0.05
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",海鲜鱼丸,未知,这个东西有个最大的问题一个是电量，一个是ai是会出错的，而且现在的技术离线模型做不了太大，芯片推理不了，太小作用很小，云端又牵扯信号覆盖的问题，所以没有人做这一块,0.95
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",荆棘女皇,未知,因为有你们所以世界变得更美好，加油[打call],1.0
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",头盔狗狗,未知,过几天再进到超市收银员：“哎呦我去，兄弟，你咋好了嘞？”[doge],0.04
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",阿伶大魔王,未知,真正的科技改变生活,0.98
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",让信号飞一会,未知,说真的，乱停车占用盲道的情况真的太多了。。。,0.07
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",鸡你太美君,未知,很酷。一键三连了,0.81
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",顾尘行,未知,@诺子喵呜 这个好,0.77
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",清風未邀,未知,牛逼，加油,0.95
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",爱看月月的小昕昕,未知,差点看哭了,0.55
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",吾非恒名也,未知,"大家都在讨论换个样式，那我也来！做成口罩的样子！因为看up测试的时候一直低着头，会累脖子，做成口罩就不用低着头了，而且很帅[doge]
不过感觉会勒耳朵，再加个抹额？或者帽子？做成头盔的模样？无论怎么样，我脑子里已经有了赛博盲大侠的模样了[星星眼]",0.99
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",alan阿蘭考古隊,未知,可以和导盲犬比较看看,0.87
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",Sherlockpopo,未知,你们已经很厉害了👍🏻,0.48
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",陈醋大宝,未知,我很早也设想过，其实ai识别加人工协助也可以实现的。我的意思是盲人朋友出门，可以有一些不方便出门的朋友协助他们，远程视觉提醒。现在5g那么发达，就是流量和双方都需要默契，当然，我觉得这类项目应该需要纯公益才行。,0.95
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",leeeeeeeeee,未知,@华为,0.82
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",读者无好人,未知,无人车改成无人轮骑怎么样？,0.21
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",Xiao仙女0528,未知,如果能够成功，将是盲人的福音啊，加油！,0.99
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",天河-浮槎,未知,脑机接口直接向大脑传递视觉信息的技术好像快成功了,0.96
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",取个很长很长很长的名字,未知,这个AI辅助眼镜 就比如现在新能源的智驾  去智驾那边评论区看看  或许有收获,0.21
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",一折纸条,未知,怎么样让脑袋浮现拍摄画面,0.94
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",无元之人,未知,电池的续航,0.84
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",蓝星观察者_,未知,伟大！无需多言！[热词系列_三连],0.91
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",叶横渠,未知,"科技的意义，三连。
还有，你可以加个喇叭，循环播放：小王子驾到统统闪开。",0.32
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",鸿雁彡,未知,感谢UP，你们真的很棒，也很伟大！有两个小的idea：1、能否加入减速提速的通知？比如过马路的时候绿灯开始闪了，给一个快要变红灯的语音提示；如果前方有障碍，但是现在的步行速度过快则提示减速？2、把导盲杖上加入传感器，可以提示路面积水，垃圾等提示，并且可以多一个导盲杖来感应周围信息的途径。,0.05
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",那么代价是什么-,未知,大佬这个眼镜能和那些腿相关的力臂结合吗，语音其实对不同人来说语义歧义挺多的，直接纠正力矩会不会好点,0.97
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",绝对不是这个嘛,未知,看哭了,0.75
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",金魚哦,未知,@KevinYuki,0.5
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",Lucasze,未知,加油！,0.9
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",Amnesiac撒嘛,未知,这才是科技发展的意义,0.93
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",生活趣事123,未知,前两天，我拆解了家里有石头扫地机器人，我感觉激光建模屋内的的地图还是不错的，可惜是二维的地图，我个人感觉可以还原为三维的。整体还觉还是对三维世界的间距感不够。另外，我觉得一个摄像头太少了，应该起码是4个摄像头模式，前后左右都有，这个对于检测或避障时可以预测。再就是有个天线或闪灯，或者交警的反光衣服，这样别人知道是盲人，提前避障，预报下本人为盲人。哈哈。,0.52
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",爱钓鱼的欧阳,未知,投2个支持一下，希望能研发出来帮助到需要的人,0.11
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",TTkatrina,未知,非常感动，If you wanna make the world a better place，take a look at yourself and then make a change,0.36
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",DJ小易,未知,投币支持,0.6
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",688号技师,未知,早日百万吧,0.84
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",bili_12314025928,未知,有点像玩王牌空战，飞机飞太低，系统播报pull up,0.13
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",黎yz-0824-20,未知,先生大义[doge_金箍],0.82
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",FCs_,未知,我都想投資你了,0.44
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",苦地派,未知,现在已经有，可以直接通过。神经信息传递，实现盲人也能看到画面了。,0.79
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",雨山轩,未知,眼镜语音提醒/提示不断的说/播报，戴一天，脑袋会炸,0.56
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",mgs2k10,未知,还不错，虽然还只是个半成品,0.67
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",天悲嘻嘻,未知,咋AI眼睛出现的图像不用眼睛老吗,0.07
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",阿飘所长,未知,我坚信“春天”来了，他们也看得到。[支持],1.0
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",鸿雁彡,未知,可不可以增加头部设备的摄像头，身上也增加一些外设感应器，导盲棍上也增加传感器，总之增加更多的感应器来为AI提供更多的信息参数，从而帮助AI增加判断和细致程度。,0.03
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",dclongtop,未知,自己用和别人用不一样。可以多做测试，期待出品。,0.97
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",Lala1a_,未知,有没有可能自动驾驶就是这个方向的，还有AI机器人。,0.36
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",宋庆洲,未知,眼镜能买到成品不 我想学习一下[doge_金箍],0.39
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",黑衣斩月,未知,感动了 第一次投币 加油,0.98
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",阿伟小爸,未知,[点赞],0.89
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",墨心轻语,未知,怎么说呢，个人觉得可以将导盲棍的使用加进去，这样的话，可能会相对方便一点，其实再走盲道的时候一直左移右移的确不如导盲棍碰一下，让人知道东西在哪，即使不知道东西长什么样，多大，也会好很多，触碰不到的未知远比触碰得到的未知更让人恐惧,0.0
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",静YIIIII,未知,@jalr4ever,0.5
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",彩虹型男,未知,我哥是盲人 小时候发生意外 确定是视力神经断裂 已经很多年了 想问可以用上这个吗,0.96
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",蕈油炖蛋,未知,这个项目很有意义 提供一个异想天开的思路 能不能参考（或找厂商合作）汽车辅助驾驶系统 那个响应快 覆盖范围广 走路导航用语音提示就太慢了 可以用立体声模拟障碍方向 用提示音的音量表示障碍的距离,0.85
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",冫両,未知,厉害,0.36
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",bili_74390740943,未知,@荣耀手机 咱们家总强调Ai，因为爱所以ai吗，搞一搞,0.72
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",被困醒了,未知,这个事情真的好有价值,0.8
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",长安nuna,未知,希望凛北川好好保护双眼，反正在北京也干不了啥，关着也是关着,0.09
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",爱跑的浣熊,未知,建议公共设施别搞那些花钱的面子工程，比如90%都用不了的盲道，先画盲道标识线和清理道路 立法规范先，支持UP 真正的贡献,0.29
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",籍海游弋,未知,用户还是太少了，融资难度太大，唉[捂眼],0.13
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",努力才可以,未知,我记得很多年前看过一个通过舌头把摄像头拍摄的画面传递到大脑里的视频，这么多年了，好像没有听到过近况,0.88
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",扶他上去0,未知,哪天激光雷达和大容量电池小型化  这套方案就完美了,0.94
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",彩虚鲲怎么你了鸽鸽,未知,"酷
b̴̵̶̷̸̡̢̧̨̛̖̙̗̘̜̝̞̟̠̣̤̥̦̩̪̫̬̭̮̯̰̱̲̳̹̺̻̼͇͈͉͍͎̆̀̅́̄̂̃̇̍̈̌̉̋̊̎̔̏̓̐̒̑̽̾̿̀́͂̓̈́͆͊͋͌̚̕ͅ͏⃒͓͔͕͖͙͚᷂᷊᷿͐͑͒͗͛ͣͤͥͦͧͨͩͪͫͬͭͮͯ᷀᷁᷃᷄᷅᷆᷇᷈᷉᷾⃑⃐⃖⃗⃛⃜͘͜͟͢͝͞͠͡⃝⃞⃟⃡⃤⃥⃦⃪⃫̴̵̶̷̸̡̢̧̨̛⃨⃬⃭⃮⃯̖̙̗̘̜̝̞̟̠̣̤̥̦̩̪̫̬̭̮̯̰̱̲̳̹̺̻̼͇͈͉͍͎⃧⃩⃰︤︥︦̆̀̅́̄̂̃̇̍̈̌̉̋̊̎̔̏̓̐̒̑̽̾̿̀́͂̓̈́͆͊͋͌̚̕ͅ͏⃒͓͔͕͖͙͚᷂᷊᷿͐͑͒͗͛ͣͤͥͦͧͨͩͪͫͬͭͮͯ᷀᷁᷃᷄᷅᷆᷇᷈᷉᷾⃑⃐⃖⃗⃛⃜͘͜͟͢͝͞͠͡⃝⃞⃟⃡⃤⃥⃦⃪⃫⃨⃬⃭⃮⃯⃧⃩⃰︤︥︦f̴̵̶̷̸̡̢̧̨̛̖̙̗̘̜̝̞̟̠̣̤̥̦̩̪̫̬̭̮̯̰̱̲̳̹̺̻̼͇͈͉͍͎̆̀̅́̄̂̃̇̍̈̌̉̋̊̎̔̏̓̐̒̑̽̾̿̀́͂̓̈́͆͊͋͌̚̕ͅ͏⃒͓͔͕͖͙͚᷂᷊᷿͐͑͒͗͛ͣͤͥͦͧͨͩͪͫͬͭͮͯ᷀᷁᷃᷄᷅᷆᷇᷈᷉᷾⃑⃐⃖⃗⃛⃜͘͜͟͢͝͞͠͡⃝⃞⃟⃡⃤⃥⃦⃪⃫̴̵̶̷̸̡̢̧̨̛⃨⃬⃭⃮⃯̖̙̗̘̜̝̞̟̠̣̤̥̦̩̪̫̬̭̮̯̰̱̲̳̹̺̻̼͇͈͉͍͎⃧⃩⃰︤︥︦̆̀̅́̄̂̃̇̍̈̌̉̋̊̎̔̏̓̐̒̑̽̾̿̀́͂̓̈́͆͊͋͌̚̕ͅ͏⃒͓͔͕͖͙͚᷂᷊᷿͐͑͒͗͛ͣͤͥͦͧͨͩͪͫͬͭͮͯ᷀᷁᷃᷄᷅᷆᷇᷈᷉᷾⃑⃐⃖⃗⃛⃜͘͜͟͢͝͞͠͡⃝⃞⃟⃡⃤⃥⃦⃪⃫⃨⃬⃭⃮⃯⃧⃩⃰︤︥︦j̴̵̶̷̸̡̢̧̨̛̖̙̗̘̜̝̞̟̠̣̤̥̦̩̪̫̬̭̮̯̰̱̲̳̹̺̻̼͇͈͉͍͎̆̀̅́̄̂̃̇̍̈̌̉̋̊̎̔̏̓̐̒̑̽̾̿̀́͂̓̈́͆͊͋͌̚̕ͅ͏⃒͓͔͕͖͙͚᷂᷊᷿͐͑͒͗͛ͣͤͥͦͧͨͩͪͫͬͭͮͯ᷀᷁᷃᷄᷅᷆᷇᷈᷉᷾⃑⃐⃖⃗⃛⃜͘͜͟͢͝͞͠͡⃝⃞⃟⃡⃤⃥⃦⃪⃫̡̢̛⃨⃬⃭⃮⃯̖̙̗̘̜̝̞̟̠̣̤̥⃧⃩⃰︤︥︦̆̀̅́̄̂̃̇̍̈̌̉̋̊̎̔̏̓̐̒̑̚̕酷
酷

一个赞拿去刷经验[蹲蹲]",0.99
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",卡比兽大懒惰,未知,盲道上停满了共享单车,0.65
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",请叫我人哥,未知,盲人协会的主席是位盲人，但是作家协会的主席却。。。,0.99
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",Giwawa吉,未知,你们的自定义数据集是多大量级的？能够达到目前的识别状态对数据集来讲还是有一定要求，我做相关应用也卡在了数据这里,0.9
"""失去""双眼，我用自制的AI眼镜体验失明的一天...",強尼實驗室,未知,[打call][打call][打call][打call][打call],0.4
