标题,昵称,地区,评论内容,情感得分
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,第三条河岸,浙江,雷总，我很遗憾，去年11月底我在小米旗舰店购买了一款红米手机，没有任何人为损坏，居然突然坏了，现在你们售后告诉我主板坏了，里面信息要全部丢失，里面可是大量工作信息，作为一个职场白领，我接受不了～我不相信小米的手机质量如此不堪～,0.06
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,QiaQiaQia,浙江,减肥成功就提一辆小米[呲牙],0.97
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,再见少年,四川,这张图证明了雷总什么？[看],0.91
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,疏影东篱,北京,？,0.53
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,求平安健康快乐,上海,[尬笑],0.68
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,工厂专业废弃物能源再生,陕西,@DobeZ: 雷总，我开小米车涉嫌猥了，那女生看见小米车大灯比自己裙子低，都以为这车灯含有高科技呢，不然车大灯为什么这么矮、这么亮、这么闪,0.96
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,郑点小💰,广东,为什么会这样？今天刚拆箱的,0.38
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,问道大叔,山东,？,0.53
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,阳光果冻陈,北京,我不觉得电池可以使用一整天[捂脸][捂脸][捂脸],0.0
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,乐喔罗,广东,希望顶起雷总能看到！,0.94
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,想不到名字～…～,河南,雷老师，如果导入个ai实时导航语音播报（就像汽车那种辅助驾驶）是不是可以帮助盲人朋友们弄一个辅助出行眼镜！使他们更好的出门，希望您能看到，毕竟我们已经很难在路上见到他们了！,1.0
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,小甘动画,广西,雷总现在全世界的人都在骂你，是真的吗,0.97
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,呆小锋,广东,爸吃饭了吗,0.64
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,爱哭鬼~王大拿！,安徽,还不如不开直播，大家真正想问的问题，没解答一个，给人一种有了希望又失望的感觉,0.02
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,悲喜,甘肃,小米卫生巾啥时候上市呢雷总[看],0.9
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,金苹果,湖北,武大需要这种法器[呲牙][看],0.81
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,志学成才（可靠磁电）,福建,看看哪个发型适合雷军[呲牙],0.66
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,大头,广东,[宕机],0.45
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,🌈这一次小葱伤心了,江苏,说实话，刚开始对小米印象挺好的，经过这场直播确实很失望，还不如不直播。网友关心的问题，一个没回答。搞不懂这场直播的意义在哪,0.02
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,庐江县上门回收旧衣服,安徽,雷总这不得安排一辆车,0.81
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,周同学,陕西,尊湃雷总熟悉吗？[看],0.98
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,WQ,四川,哥哥哥哥,1.0
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,百鸟朝凤,广西,多少米,0.5
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,小王子东莞二手单车,广东,两款都买了[呲牙],0.48
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,Liz,江苏,王腾这下真要单干了,0.12
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,C·͜･ui小龙,江苏,小爱同学，左眼调到600度，右眼调到450度,0.02
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,爆顶小王,广东,？,0.53
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,吟风,浙江,雷总怎么说[看],0.92
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,今昔,江苏,他很帅，很轻，只有1两。,0.8
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,🌈🐒,江苏,？,0.53
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,黄河之水天上来,河南,雷总啊  你的话能信吗,0.93
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,🦁️,重庆,yu7用户真正关心的问题怎么闭口不谈,0.18
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,男小威lucas🥕,上海,雷总，买了，好用啊，就是叫小爱拍视频时能语音叫他停止拍摄就好了[笑哭],1.0
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,浪浪山的杨大王,湖北,上周六买的，然后配镜片，不晓得这周能拿到不[捂脸],0.0
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,emo西兰花,安徽,这个近视可以戴么,0.88
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,嘻嘻哈哈,山东,雷子 能别只做营销了吗，你也得做点有用的事情才能长久。,0.72
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,兜兜有米吖,广东,雷总你看到了吗，送车太贵的话，送他一个自拍杆吧,0.89
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,刘德明,安徽,"50克=1两
很轻吗",0.93
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,心如止水,江苏,雷总，能不能设计一款自动调节度数的眼镜，比如近视300的度数，眼镜根据眼睛的需求，自动调节合适的度数，如果350度、500度、等等，镜片度数可自由切换[呲牙],1.0
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,٨ﮩﮩ٨ـ天氣這麽好 我們是約會還是私奔,河北,雷军你真帅,0.47
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,胡译文,天津,"1.在北京拥有一套房(已完成)
2.买一辆迈巴赫s680(已完成）
3.开一家公司（已完成）
4.年收入50+万（已完成）
5.银行里存款1000w（已完成）
6·在抖音上吹5个牛逼（已完成）",0.0
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,XW,广东,董明珠说的一点都没错,0.22
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,🌿王哥🌿逍遥自在🌿的🌿每一天🌿,河南,路费我自己出，酒店我自己订。吃饭我付，不用攻略，就想去别的城市呆一下跟个陌生人喝一杯，[微笑]我有点累。,0.03
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,咚次嗒词,辽宁,雷总，我近视眼可以戴吗？[呲牙],1.0
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,悟语道人,广东,@,0.83
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,我想成为大明星,广西,不开玩笑，可以调近视度数吗[微笑],0.68
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,🍀果冻麻麻,山西,我心中的AI眼镜、小爱同学，左眼帮我调230，右眼帮我调350，散光50，谢谢[抱拳][抱拳][抱拳][抱拳],0.26
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,💥芝麻开门💥,湖北,"饭店老板：鸡腿饭15元
雨田营销：鸡腿饭只要15元，并且提供免费碗盛装、免费wifi、免费座位、免费筷子、免费调羹、免费餐巾纸、免费空调，还提供售后服务（用户不用洗碗、交给商家）……",0.0
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,HPL,浙江,雷总，小米的监控2台都坏了，同期的莹石云还很坚挺。质量在加强下[流泪],0.2
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,dywyz,山东,雷军你好帅,0.93
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,冷漠神君,越南,雷总，还是法拉利舒服[呲牙][呲牙],0.89
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,慎独,山东,雷总你好，我是外卖小哥，能设计个跑外卖的手机嘛，,1.0
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,暴风雪s,日本,这就是雷氏对比法吗[看],0.92
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,冰糖橙,湖南,能帮一下那个男孩吗,0.86
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,李國毅,云南,买了 随便问[黑脸],0.07
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,雨过初晴°,江苏,王腾怎么下线了？,0.52
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,甜甜酱,广东,爸，吃饭了吗,0.71
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,喜欢天才（甜菜）🥰🥰🥰,江苏,雷总 窝小米15电池鼓了 只给换电池 不换会爆炸吗[流泪][流泪][流泪],1.0
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,小爱多米,广东,我想象中的智能眼镜，应该是小爱小爱，帮我把度数调整到左眼280度，右眼300度，散光50度,0.21
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,YEMO   CASA   木作,江西,准车主关心的问题一个没回答。浪费两个小时。,0.12
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,🐻）,河南,yu7下单bug  卡了我40分钟 变成提车42周了 明年购置税怎么办,0.05
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,😊,江西,考试的时候可以自己读取，然后出答案吗,0.95
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,达不溜🥝,黑龙江,小爱同学，从雷军账号转我一千万[调皮],0.97
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,三王,浙江,建议再加个调整近视度数功能[看],0.79
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,曾的很不错,湖南,提车这么慢，明年购置税报销吗,0.27
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,旭日 东升,天津,那么这么高级的眼镜，100RMB能不能买到[酷拽],0.07
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,李波,广东,近视眼 怎么搞？,0.73
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,蒙自森森造型工作室--阿森,云南,果然  评论区很和谐,0.49
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,静水流深～守拙,四川,我在看还在不在这个号，你们在看啥,0.38
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,邓一哈,广东,雷总，能出一款普通上班族女生轿车，10个左右的吗？[流泪][流泪]不用性能很好，有自动泊车和续航久一点，就可以了,1.0
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,闪电～123,广东,雷总，今年下单明年提车购置税怎么办？准车主们都很关注这个问题，直播间提问的也很多，直播也避而不谈么？,0.96
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,小苏,上海,爸爸,0.91
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,墙没切开反被偷,福建,跟一个,0.5
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,月渡无归客⁰³²⁵,北京,[叹气][叹气][叹气],0.98
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,一笑😤,广东,我买小米眼镜，但是我用的是苹果手机。这样对眼镜功能会不会有限制？,0.87
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,Leonway,广东,雷总，这种眼镜怎么防止被蛇蝎女诽谤,0.98
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,@明仔,广东,10个月后才能提车[流泪][流泪],0.6
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,天真的女孩,湖北,想问一下，如果本身就佩戴近视眼镜，是不是要叠加佩戴这款ai眼镜？,0.54
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,晏山晴,宁夏,YU7 改配置可以不重新排队吗？就改个轮毂,0.27
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,木槿,广东,雷总，我觉得你配这个眼睛好看👀[捂脸][呲牙],0.52
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,二手柴油大面包（嘉瑞汽贸）,山东,雷总，想买支持但是一直没货啊,0.85
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,该用户已注销🪳,福建,[泪奔][泪奔][泪奔]小贵,1.0
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,小小曹,浙江,7年了，没舍得换，就等雷爸出来近视款，雷爸怎么说[抠鼻],0.87
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,●‿●Allen●‿●,上海,雷总，这种眼镜怎么防止被蛇蝎女诽谤,0.98
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,梦幻西游阿紫,浙江,已经用上两天了，雷总实时翻译没有泰文可以实现一下吗,0.94
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,卡多,广东,雷总雷总，如果我打麻将不知道打哪张的时候，这款小米AI眼镜他能帮我给出最合理的方案吗?,0.95
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,许久。,广东,爸：吃饭了没,0.55
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,p潘潘,湖北,如果我带上了，被人诽谤偷拍咋办[捂脸][捂脸][捂脸],0.0
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,@余,河南,我取消关注了[捂脸][捂脸][捂脸],0.0
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,将军不怕开水烫,陕西,这样看，我的期末考试有救了，不用挂科了[耶][看][看],0.88
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,我想静静,江苏,a不ai我不知道我的小米空调不制冷,0.04
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,恒阳艺术雕刻,福建,我的劳保眼镜跟雷总眼镜只差一个功能[得意][得意][得意],0.99
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,岳枫,湖北,雷子 今天给我2个点好不好,0.32
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,Oakes,江苏,雷总，这种眼镜怎么防止被蛇蝎女诽谤,0.98
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,小心超人,江西,希望有个翻译功能[流泪][流泪][流泪],1.0
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,马刺炎辰,内蒙古,雷总，我抢到了，在小米汽车APP里抢的。,0.98
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,不会变形的秦天柱,江苏,@雷军 雷总，怎么样才能快点提车，加钱行吗[捂脸],0.49
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,有头脑,河北,有没有懂行的 这个是能在不改变硬件条件的前提下可以实现的吗,0.1
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,悄漫雾,河南,咋突然退播了[泣不成声]，刚看,0.48
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,💃🧋大奶茶🧋,浙江,完犊子了 近视眼咋办啊 美瞳过敏[流泪][流泪],0.97
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,加油小八路,福建,雷总你应该送他个自拍杆[呲牙],0.92
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,此生之敌 麦粒肿是也,河南,那我考试岂不是可以作弊了？,0.43
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,她的心Jay.,河南,爸：吃了吗？,0.7
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,23884,江西,雷总就是有点贵，1999,0.92
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,等天黑,陕西,h,0.5
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,弟果子,湖北,雷总这个👓最配哪个发型呢，在线等[呲牙][呲牙][呲牙],0.54
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,牢记使命,辽宁,你们在翻找什么[泣不成声][二哈],0.19
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,悟～道,甘肃,40克等于八两，戴着太重了,0.84
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,曲终人散,北京,小米10年老粉了  能不能关注一下手机维修  现在是越来越欺负人了,0.77
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,haichaoooooo,广东,看了2个小时直播 浪费2个小时时间。含泪等一年，还是这5000就不要了[疑问],0.1
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,广州黑龍,山东,,
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,LeeHong,四川,武汉大学怎么样[看],0.48
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,章🐟哥,广东,我心中的AI眼镜、小爱同学，左眼帮我调230，右眼帮我调350，散光50，谢谢[舔屏][舔屏],0.35
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,故事会,四川,看看像谁,0.53
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,袁一,重庆,越来越不喜欢你了,0.61
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,淮南小明同学,安徽,雷总，我的战斗力是多少,0.98
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,Mount HUA,广东,雷总这个👓最配哪个发型呢，在线等[呲牙][呲牙][呲牙],0.54
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,小柚子的麻麻,湖北,Yu7明年购置税怎么补偿！？？？？？我下单以为是8月提车，结果是明年4月，失望透顶,0.05
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,一心一亿,福建,"是不是去看了93阅兵
看到我们东风41跳到东风61
所以就把小米15直接跳到17",0.11
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,小福星💗💗,山东,我心中的AI眼镜、小爱同学，左眼帮我调250，右眼帮我调550，散光800，谢谢[捂脸][捂脸][捂脸][捂脸],0.0
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,98k之摩登兄弟,浙江,雷总，什么时候建造小米医院🏥，所有人都在期待，兄弟们送我上去,0.99
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,一路向上～,江苏,啥都说了，就是没说价格,0.19
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,桧柏 塔桧基地,河北,给雷总设计了新发型那种适合,0.92
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,文东,河南,雷总，研究下助听器吧，急需。我老婆2岁的时候打针出了意外，导致耳朵听力受损，今年才32岁还带孩子，想给她一个有声音的世界。,1.0
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,臭美小庄,浙江,我是来看雷军给武汉大学代言的。[666],0.34
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,可儿🐬,山西,用来偷拍取证据不错,0.84
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,富贵的小米yu7,上海,雷总我给你设计了一副眼镜，我觉得这副比较适合你。,0.26
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,今天不摸鱼,福建,雷总  很想要  但是我是近视[流泪],1.0
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,&&,新疆,雷军你太帅了,0.47
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,艾登说剧,广东,雷总您好！ 我本人作为聋人用户，现版小米AI眼镜的同传翻译、百科问答等功能需依赖口语指令，我们无法使用。恳请下一代产品升级： 1. 手势指令系统（支持手语/手势操控） 2. 全程实时字幕强兼容（确保无声环境可用） 3. 静默交互模式（触控/手机无语音操作） 期待小米AI眼镜成为听障人士的沟通桥梁[比心],1.0
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,鄢陵悦见眼镜,河南,可以做近视的镜片[柴犬],0.96
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,从百草园到三味书屋,陕西,近视的人咋办[抠鼻],0.46
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,@星哥。,广东,用过这钱都多大年龄了[偷笑],0.49
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,固执的风儿,江西,有没有办法加入自动调节功能，根据每个人的眼睛自动调节眼镜度数，远视近视。,0.47
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,乐在祁中٩(♡㉨♡ )۶,甘肃,雷总  小米su7可以不送，送个自拍杆没问题吧[不失礼貌的微笑][不失礼貌的微笑][不失礼貌的微笑],1.0
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,昕怡手工礼物,山东,雷总，我就想问一下，yu7预计提车41-44周，如果明年提车购置税问题怎么办！明明我是今年订的车，等到明年提车没有各种优惠政策了还要多花钱这个钱怎么办！我要求加速提车！昨晚直播一直等着你回复这个问题，结果也没回复！别伤了我这么支持小米汽车的心！,0.0
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,玉,江苏,能出一款自动调节度数的眼镜吗？谁懂既近视又老花的感觉[尬笑],0.99
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,Mr. Lüe,广东,有个大胆的想法[看][看],0.96
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,别说话,山西,看了直播很失望，白白看了两小时，一直不回答网友的问题，一直在念稿[看],0.05
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,不吃香烟（专升本版）,江苏,爸：吃了吗？,0.7
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,kkai,湖北,爸，中午吃了吗,0.55
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,睡觉的时候不困,河南,小米有墨镜吗[宕机][宕机],0.69
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,抽象,广东,我也有yu7,0.5
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,。。。。,安徽,雷总能测战力吗,0.96
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,一路野景,四川,9 块 9 能带上不 雷总[泣不成声],0.46
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,88888,江苏,有那一句话是真的？,0.53
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,夜袭尖尖坡,重庆,简直是两个人工ai在台上表演，用户真正关心得罪问题，丝毫不答。简直失望透顶,0.0
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,🌈坨坨🌈,重庆,雷总，能不能开通提车的 su7 补钱换 YU7 啊[捂脸],0.15
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,发财喵🐱,重庆,直播的意义在哪？大家关心的问题一个都不回答,0.33
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,一片蔚蓝的天空,贵州,感谢雷总，这个小米AI智能眼镜，对于我们眼睛看不见的视力障碍的用户来说，真的太好用了，特别是可以把照片拍下来描绘给我们听，还可以把视频录下来，把视频里面的东西描绘给我们听，对于我们在生活中完全就是一个很大的助力,1.0
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,爱吃稀饭的稀饭仔i,四川,再过几年的小米AI眼镜2.0,0.6
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,小小愿望,广东,YU7轮毂贴纸我都想好了[泣不成声],0.63
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,柳柳,广西,是我买不起的价格[捂脸],0.02
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,劉川頁,重庆,那晚他非要带小米眼镜[酷拽],0.55
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,烟蓝,安徽,近视怎么办[流泪],0.93
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,晚风很温柔,江苏,我是从说拖鞋那里过来的[捂脸][捂脸][捂脸]经过我们团队365天每天25个小时不间断的研发，研究表明，人的脚部会在每天晚上9点的时候达到一个……[捂脸][捂脸][捂脸],0.0
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,刘先生.。,安徽,改配置还重新排队跟从新下单有什么区别，不改版本。只改配置都得重新排,0.09
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,那又怎样？,河南,雷总今天穿的其实很帅，就是这个领口看着真难受啊[捂脸],0.34
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,叫我公主殿下,湖北,是这个吗[嘘],0.53
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,北京豪宅推荐官-薛福印,北京,今天明天我看见谁骂雷军我给谁点赞，看了两个小时生了一肚子气,0.59
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,叶开,广东,小米你们研究癌症的药吧,0.99
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ,美国,还招人吗 国外留学可以来吗 所有电车只想买小米 初中就攒钱买二手小米6  后面还买了小米8 只想要su7 yu7/ ultra 其他电车想都不想 雷总考虑一下我[玫瑰],0.78
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,春风得意,甘肃,,
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,@阿杰,天津,雷总，我想要一个隔墙能看到人的。@雷 军,0.97
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,完美,广东,雷总，有没有像这种只戴一边的,0.99
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,人生何处不相逢,广东,如果我没有猜错的话，10几年前，这玩意就针孔摄像头[看][看][看],0.21
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,青云,广东,雷总呀，真准用户的提问，基本都直接忽略[微笑]，以用户为主的基操呢[微笑]。,0.98
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,葡萄只烂牙,广东,系统bug导致多个月的粉丝们，反而最后提车还要交购置税，雷军只字不提，心碎了[流泪],0.36
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,夜琉璃,广西,清醒的人不会买关于小米的一切产品[捂脸],0.62
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,曹林涛鳝鱼面,湖北,雷总，如果设计一款会变色的车！会不会非常劲爆！,0.91
小米首款AI眼镜，都有哪些有意思的功能？我跟大家详细介绍一下,乌衣巷雨,河北,雷总，这种眼睛怎么防止被蛇蝎女诽谤,0.99
